MagicalEnergy,MagicalExperience,WizardFamily,Type
29,19,0,Muggle
26,1,0,Muggle
16,39,0,Muggle
5,19,0,Muggle
17,21,0,Muggle
34,12,0,Muggle
26,19,0,Muggle
16,30,0,Muggle
10,22,0,Muggle
37,25,0,Muggle
36,29,0,Muggle
33,8,0,Muggle
31,38,0,Muggle
34,31,0,Muggle
27,39,0,Muggle
21,11,0,Muggle
15,11,0,Muggle
39,26,0,Muggle
11,25,0,Muggle
4,13,0,Muggle
25,13,0,Muggle
25,10,0,Muggle
12,33,0,Muggle
23,7,0,Muggle
2,38,0,Muggle
31,14,0,Muggle
22,3,0,Muggle
36,0,0,Muggle
37,34,0,Muggle
37,5,0,Muggle
12,1,0,Muggle
14,18,0,Muggle
1,30,0,Muggle
10,18,0,Muggle
15,22,0,Muggle
17,8,0,Muggle
33,18,0,Muggle
9,12,0,Muggle
12,7,0,Muggle
31,27,0,Muggle
7,26,0,Muggle
6,37,0,Muggle
16,8,0,Muggle
40,14,0,Muggle
26,33,0,Muggle
7,24,0,Muggle
28,0,0,Muggle
36,10,0,Muggle
26,14,0,Muggle
36,25,0,Muggle
23,37,0,Muggle
15,32,0,Muggle
25,34,0,Muggle
30,26,0,Muggle
26,11,0,Muggle
25,19,0,Muggle
14,11,0,Muggle
14,36,0,Muggle
22,5,0,Muggle
24,19,0,Muggle
3,22,0,Muggle
35,14,0,Muggle
15,27,0,Muggle
39,33,0,Muggle
20,7,0,Muggle
39,19,0,Muggle
16,5,0,Muggle
2,25,0,Muggle
6,17,0,Muggle
11,13,0,Muggle
0,19,0,Muggle
36,0,0,Muggle
5,22,0,Muggle
22,39,0,Muggle
24,15,0,Muggle
24,38,0,Muggle
2,18,0,Muggle
3,7,0,Muggle
29,23,0,Muggle
32,15,0,Muggle
28,12,0,Muggle
3,29,0,Muggle
13,12,0,Muggle
20,20,0,Muggle
6,18,0,Muggle
20,26,0,Muggle
6,37,0,Muggle
0,37,0,Muggle
33,22,0,Muggle
22,15,0,Muggle
2,23,0,Muggle
17,15,0,Muggle
11,15,0,Muggle
13,10,0,Muggle
40,25,0,Muggle
27,15,0,Muggle
23,40,0,Muggle
23,14,0,Muggle
2,17,0,Muggle
8,39,0,Muggle
23,17,0,Muggle
1,34,0,Muggle
39,4,0,Muggle
27,1,0,Muggle
6,29,0,Muggle
8,30,0,Muggle
38,24,0,Muggle
38,30,0,Muggle
32,18,0,Muggle
33,33,0,Muggle
20,17,0,Muggle
28,38,0,Muggle
26,32,0,Muggle
16,2,0,Muggle
22,17,0,Muggle
20,35,0,Muggle
7,25,0,Muggle
8,27,0,Muggle
32,31,0,Muggle
3,36,0,Muggle
17,6,0,Muggle
31,27,0,Muggle
29,31,0,Muggle
24,40,0,Muggle
32,35,0,Muggle
34,21,0,Muggle
33,8,0,Muggle
1,16,0,Muggle
12,9,0,Muggle
40,26,0,Muggle
22,16,0,Muggle
22,31,0,Muggle
30,10,0,Muggle
1,24,0,Muggle
1,16,0,Muggle
4,26,0,Muggle
13,14,0,Muggle
22,4,0,Muggle
34,12,0,Muggle
0,5,0,Muggle
40,19,0,Muggle
39,2,0,Muggle
14,27,0,Muggle
29,2,0,Muggle
20,32,0,Muggle
7,1,0,Muggle
6,36,0,Muggle
40,28,0,Muggle
33,13,0,Muggle
36,6,0,Muggle
31,3,0,Muggle
32,20,0,Muggle
5,24,0,Muggle
9,8,0,Muggle
25,11,0,Muggle
25,11,0,Muggle
18,4,0,Muggle
34,28,0,Muggle
3,26,0,Muggle
24,38,0,Muggle
7,19,0,Muggle
11,28,0,Muggle
23,18,0,Muggle
23,35,0,Muggle
16,32,0,Muggle
24,7,0,Muggle
32,29,0,Muggle
26,33,0,Muggle
1,30,0,Muggle
8,0,0,Muggle
32,34,0,Muggle
18,18,0,Muggle
4,17,0,Muggle
19,16,0,Muggle
23,30,0,Muggle
30,19,0,Muggle
3,28,0,Muggle
31,38,0,Muggle
34,20,0,Muggle
13,8,0,Muggle
35,29,0,Muggle
5,32,0,Muggle
16,17,0,Muggle
17,9,0,Muggle
7,0,0,Muggle
11,27,0,Muggle
16,32,0,Muggle
30,38,0,Muggle
0,17,0,Muggle
10,8,0,Muggle
15,27,0,Muggle
36,22,0,Muggle
27,25,0,Muggle
8,32,0,Muggle
7,19,0,Muggle
24,15,0,Muggle
9,18,0,Muggle
39,31,0,Muggle
2,10,0,Muggle
22,39,0,Muggle
22,25,0,Muggle
3,0,0,Muggle
22,37,0,Muggle
8,11,0,Muggle
3,8,0,Muggle
33,7,0,Muggle
38,30,0,Muggle
17,19,0,Muggle
33,18,0,Muggle
33,31,0,Muggle
2,4,0,Muggle
18,30,0,Muggle
33,21,0,Muggle
25,19,0,Muggle
34,11,0,Muggle
40,18,0,Muggle
30,36,0,Muggle
26,1,0,Muggle
2,3,0,Muggle
36,29,0,Muggle
11,22,0,Muggle
22,20,0,Muggle
16,4,0,Muggle
15,6,0,Muggle
16,11,0,Muggle
14,40,0,Muggle
25,10,0,Muggle
1,13,0,Muggle
16,38,0,Muggle
0,2,0,Muggle
29,22,0,Muggle
31,2,0,Muggle
29,35,0,Muggle
3,38,0,Muggle
31,23,0,Muggle
34,40,0,Muggle
0,32,0,Muggle
18,31,0,Muggle
32,29,0,Muggle
18,35,0,Muggle
35,2,0,Muggle
26,5,0,Muggle
12,31,0,Muggle
26,5,0,Muggle
13,3,0,Muggle
23,3,0,Muggle
34,12,0,Muggle
18,2,0,Muggle
24,34,0,Muggle
10,15,0,Muggle
8,23,0,Muggle
5,39,0,Muggle
35,23,0,Muggle
36,23,0,Muggle
28,37,0,Muggle
8,4,0,Muggle
32,18,0,Muggle
22,6,0,Muggle
14,29,0,Muggle
10,24,0,Muggle
22,0,0,Muggle
25,1,0,Muggle
0,7,0,Muggle
29,3,0,Muggle
16,31,0,Muggle
40,37,0,Muggle
22,5,0,Muggle
35,39,0,Muggle
40,32,0,Muggle
4,36,0,Muggle
34,9,0,Muggle
8,23,0,Muggle
3,35,0,Muggle
6,2,0,Muggle
0,36,0,Muggle
15,26,0,Muggle
24,23,0,Muggle
5,15,0,Muggle
37,31,0,Muggle
13,15,0,Muggle
36,8,0,Muggle
10,15,0,Muggle
0,15,0,Muggle
0,3,0,Muggle
35,10,0,Muggle
7,23,0,Muggle
31,30,0,Muggle
32,23,0,Muggle
7,23,0,Muggle
13,23,0,Muggle
23,35,0,Muggle
40,31,0,Muggle
28,14,0,Muggle
24,21,0,Muggle
5,33,0,Muggle
0,38,0,Muggle
22,11,0,Muggle
40,16,0,Muggle
32,40,0,Muggle
13,1,0,Muggle
27,38,0,Muggle
28,5,0,Muggle
39,30,0,Muggle
22,24,0,Muggle
37,27,0,Muggle
9,25,0,Muggle
26,3,0,Muggle
7,28,0,Muggle
3,14,0,Muggle
20,33,0,Muggle
20,32,0,Muggle
29,15,0,Muggle
12,39,0,Muggle
2,38,0,Muggle
19,4,0,Muggle
35,33,0,Muggle
39,21,0,Muggle
4,36,0,Muggle
21,9,0,Muggle
1,30,0,Muggle
24,13,0,Muggle
39,33,0,Muggle
23,18,0,Muggle
4,36,0,Muggle
15,20,0,Muggle
14,36,0,Muggle
12,23,0,Muggle
10,31,0,Muggle
15,29,0,Muggle
17,36,0,Muggle
24,37,0,Muggle
37,16,0,Muggle
39,35,0,Muggle
3,30,0,Muggle
20,16,0,Muggle
10,13,0,Muggle
33,5,0,Muggle
29,29,0,Muggle
3,18,0,Muggle
13,26,0,Muggle
10,39,0,Muggle
3,36,0,Muggle
25,30,0,Muggle
2,15,0,Muggle
36,12,0,Muggle
37,14,0,Muggle
40,25,0,Muggle
3,28,0,Muggle
25,0,0,Muggle
38,32,0,Muggle
10,33,0,Muggle
10,33,0,Muggle
37,33,0,Muggle
37,20,0,Muggle
19,6,0,Muggle
25,0,0,Muggle
37,0,0,Muggle
11,17,0,Muggle
28,31,0,Muggle
13,30,0,Muggle
24,17,0,Muggle
38,15,0,Muggle
25,0,0,Muggle
9,10,0,Muggle
13,29,0,Muggle
4,40,0,Muggle
21,27,0,Muggle
10,25,0,Muggle
28,22,0,Muggle
6,9,0,Muggle
17,10,0,Muggle
30,5,0,Muggle
19,28,0,Muggle
34,21,0,Muggle
6,13,0,Muggle
29,5,0,Muggle
3,19,0,Muggle
29,10,0,Muggle
29,1,0,Muggle
29,24,0,Muggle
17,14,0,Muggle
9,37,0,Muggle
13,4,0,Muggle
35,14,0,Muggle
22,25,0,Muggle
11,10,0,Muggle
11,32,0,Muggle
33,36,0,Muggle
25,35,0,Muggle
5,40,0,Muggle
36,37,0,Muggle
14,10,0,Muggle
38,34,0,Muggle
18,8,0,Muggle
39,10,0,Muggle
22,40,0,Muggle
35,32,0,Muggle
12,32,0,Muggle
30,26,0,Muggle
36,17,0,Muggle
25,10,0,Muggle
17,29,0,Muggle
32,15,0,Muggle
39,23,0,Muggle
31,0,0,Muggle
3,10,0,Muggle
40,5,0,Muggle
18,11,0,Muggle
6,25,0,Muggle
34,18,0,Muggle
25,0,0,Muggle
22,33,0,Muggle
33,19,0,Muggle
6,11,0,Muggle
10,23,0,Muggle
7,31,0,Muggle
12,32,0,Muggle
31,38,0,Muggle
40,9,0,Muggle
33,21,0,Muggle
17,40,0,Muggle
14,13,0,Muggle
23,3,0,Muggle
20,28,0,Muggle
17,5,0,Muggle
13,39,0,Muggle
18,38,0,Muggle
12,24,0,Muggle
15,7,0,Muggle
1,10,0,Muggle
33,0,0,Muggle
25,5,0,Muggle
21,37,0,Muggle
19,27,0,Muggle
28,31,0,Muggle
17,8,0,Muggle
28,33,0,Muggle
26,1,0,Muggle
34,21,0,Muggle
28,38,0,Muggle
5,22,0,Muggle
36,2,0,Muggle
24,15,0,Muggle
20,40,0,Muggle
30,29,0,Muggle
39,18,0,Muggle
15,25,0,Muggle
13,15,0,Muggle
5,21,0,Muggle
10,5,0,Muggle
26,36,0,Muggle
37,4,0,Muggle
4,13,0,Muggle
14,23,0,Muggle
37,13,0,Muggle
15,8,0,Muggle
17,39,0,Muggle
32,10,0,Muggle
34,9,0,Muggle
23,30,0,Muggle
34,24,0,Muggle
6,19,0,Muggle
13,30,0,Muggle
29,15,0,Muggle
23,36,0,Muggle
14,5,0,Muggle
12,10,0,Muggle
18,39,0,Muggle
28,18,0,Muggle
21,0,0,Muggle
1,26,0,Muggle
38,20,0,Muggle
12,40,0,Muggle
35,13,0,Muggle
37,19,0,Muggle
17,34,0,Muggle
14,36,0,Muggle
34,30,0,Muggle
16,1,0,Muggle
12,17,0,Muggle
21,20,0,Muggle
39,24,0,Muggle
20,12,0,Muggle
25,35,0,Muggle
3,16,0,Muggle
6,11,0,Muggle
9,21,0,Muggle
14,23,0,Muggle
25,14,0,Muggle
15,6,0,Muggle
39,2,0,Muggle
33,19,0,Muggle
16,25,0,Muggle
37,27,0,Muggle
15,34,0,Muggle
33,39,0,Muggle
28,8,0,Muggle
17,6,0,Muggle
10,39,0,Muggle
11,13,0,Muggle
36,17,0,Muggle
1,9,0,Muggle
17,34,0,Muggle
37,14,0,Muggle
32,3,0,Muggle
8,18,0,Muggle
14,27,0,Muggle
27,22,0,Muggle
7,21,0,Muggle
35,21,0,Muggle
38,33,0,Muggle
7,39,0,Muggle
18,10,0,Muggle
3,37,0,Muggle
26,30,0,Muggle
12,26,0,Muggle
37,4,0,Muggle
20,28,0,Muggle
25,4,0,Muggle
22,17,0,Muggle
29,28,0,Muggle
30,1,0,Muggle
30,13,0,Muggle
15,22,0,Muggle
40,28,0,Muggle
6,38,0,Muggle
16,7,0,Muggle
23,3,0,Muggle
19,36,0,Muggle
38,31,0,Muggle
26,37,0,Muggle
1,28,0,Muggle
0,28,0,Muggle
33,0,0,Muggle
26,2,0,Muggle
36,18,0,Muggle
5,13,0,Muggle
37,31,0,Muggle
26,22,0,Muggle
15,25,0,Muggle
34,17,0,Muggle
26,14,0,Muggle
34,24,0,Muggle
35,35,0,Muggle
37,37,0,Muggle
27,21,0,Muggle
2,17,0,Muggle
40,11,0,Muggle
30,26,0,Muggle
2,19,0,Muggle
37,15,0,Muggle
23,14,0,Muggle
25,9,0,Muggle
40,38,0,Muggle
27,4,0,Muggle
8,34,0,Muggle
36,16,0,Muggle
26,40,0,Muggle
2,29,0,Muggle
40,3,0,Muggle
27,21,0,Muggle
31,30,0,Muggle
34,28,0,Muggle
6,40,0,Muggle
6,15,0,Muggle
20,24,0,Muggle
31,16,0,Muggle
37,17,0,Muggle
19,36,0,Muggle
7,36,0,Muggle
3,28,0,Muggle
25,40,0,Muggle
14,26,0,Muggle
5,30,0,Muggle
31,22,0,Muggle
4,24,0,Muggle
5,21,0,Muggle
2,12,0,Muggle
28,16,0,Muggle
18,38,0,Muggle
9,2,0,Muggle
6,0,0,Muggle
0,16,0,Muggle
0,28,0,Muggle
16,17,0,Muggle
21,8,0,Muggle
35,25,0,Muggle
13,23,0,Muggle
5,32,0,Muggle
29,11,0,Muggle
32,14,0,Muggle
19,13,0,Muggle
15,8,0,Muggle
3,30,0,Muggle
33,33,0,Muggle
0,1,0,Muggle
12,37,0,Muggle
7,37,0,Muggle
21,0,0,Muggle
3,33,0,Muggle
33,22,0,Muggle
36,0,0,Muggle
22,32,0,Muggle
19,10,0,Muggle
23,8,0,Muggle
26,6,0,Muggle
12,36,0,Muggle
4,23,0,Muggle
15,7,0,Muggle
37,35,0,Muggle
28,1,0,Muggle
25,5,0,Muggle
21,36,0,Muggle
23,11,0,Muggle
12,18,0,Muggle
20,28,0,Muggle
0,18,0,Muggle
3,30,0,Muggle
2,38,0,Muggle
22,28,0,Muggle
15,20,0,Muggle
12,34,0,Muggle
38,32,0,Muggle
30,20,0,Muggle
23,9,0,Muggle
14,3,0,Muggle
4,11,0,Muggle
21,9,0,Muggle
21,2,0,Muggle
10,7,0,Muggle
23,4,0,Muggle
9,35,0,Muggle
33,21,0,Muggle
10,34,0,Muggle
28,22,0,Muggle
21,3,0,Muggle
32,15,0,Muggle
7,36,0,Muggle
31,21,0,Muggle
39,20,0,Muggle
22,26,0,Muggle
4,39,0,Muggle
30,7,0,Muggle
28,6,0,Muggle
5,33,0,Muggle
24,29,0,Muggle
24,24,0,Muggle
30,37,0,Muggle
13,14,0,Muggle
16,27,0,Muggle
15,39,0,Muggle
27,8,0,Muggle
8,4,0,Muggle
1,36,0,Muggle
3,40,0,Muggle
19,21,0,Muggle
40,38,0,Muggle
35,39,0,Muggle
36,14,0,Muggle
5,34,0,Muggle
0,26,0,Muggle
2,16,0,Muggle
36,18,0,Muggle
2,17,0,Muggle
32,9,0,Muggle
14,1,0,Muggle
3,1,0,Muggle
14,26,0,Muggle
6,15,0,Muggle
3,31,0,Muggle
2,37,0,Muggle
22,25,0,Muggle
13,31,0,Muggle
5,33,0,Muggle
32,7,0,Muggle
8,35,0,Muggle
11,29,0,Muggle
34,4,0,Muggle
30,31,0,Muggle
2,7,0,Muggle
35,21,0,Muggle
12,37,0,Muggle
12,0,0,Muggle
33,10,0,Muggle
20,37,0,Muggle
33,5,0,Muggle
27,19,0,Muggle
34,19,0,Muggle
13,17,0,Muggle
17,17,0,Muggle
18,6,0,Muggle
18,31,0,Muggle
32,25,0,Muggle
34,23,0,Muggle
19,11,0,Muggle
28,25,0,Muggle
7,29,0,Muggle
24,17,0,Muggle
16,3,0,Muggle
0,33,0,Muggle
37,22,0,Muggle
29,28,0,Muggle
27,8,0,Muggle
32,38,0,Muggle
12,11,0,Muggle
23,36,0,Muggle
36,11,0,Muggle
21,15,0,Muggle
12,18,0,Muggle
39,11,0,Muggle
11,0,0,Muggle
40,0,0,Muggle
6,18,0,Muggle
35,36,0,Muggle
28,40,0,Muggle
28,1,0,Muggle
25,12,0,Muggle
26,3,0,Muggle
23,18,0,Muggle
30,39,0,Muggle
6,32,0,Muggle
16,16,0,Muggle
32,16,0,Muggle
33,3,0,Muggle
17,7,0,Muggle
40,29,0,Muggle
4,36,0,Muggle
0,31,0,Muggle
6,1,0,Muggle
33,24,0,Muggle
2,25,0,Muggle
35,40,0,Muggle
34,12,0,Muggle
11,18,0,Muggle
14,23,0,Muggle
3,8,0,Muggle
32,34,0,Muggle
15,31,0,Muggle
28,0,0,Muggle
5,30,0,Muggle
36,17,0,Muggle
22,14,0,Muggle
12,23,0,Muggle
0,0,0,Muggle
11,14,0,Muggle
26,22,0,Muggle
24,19,0,Muggle
21,29,0,Muggle
33,12,0,Muggle
17,4,0,Muggle
40,36,0,Muggle
15,10,0,Muggle
28,5,0,Muggle
29,37,0,Muggle
29,24,0,Muggle
19,37,0,Muggle
21,38,0,Muggle
33,39,0,Muggle
3,28,0,Muggle
30,36,0,Muggle
13,39,0,Muggle
7,32,0,Muggle
36,6,0,Muggle
4,17,0,Muggle
7,39,0,Muggle
10,34,0,Muggle
28,9,0,Muggle
20,22,0,Muggle
38,13,0,Muggle
12,18,0,Muggle
18,29,0,Muggle
2,8,0,Muggle
33,4,0,Muggle
37,38,0,Muggle
18,31,0,Muggle
31,38,0,Muggle
35,39,0,Muggle
38,27,0,Muggle
13,35,0,Muggle
6,9,0,Muggle
19,3,0,Muggle
31,36,0,Muggle
30,27,0,Muggle
21,36,0,Muggle
4,23,0,Muggle
30,33,0,Muggle
14,26,0,Muggle
16,0,0,Muggle
36,20,0,Muggle
18,6,0,Muggle
9,39,0,Muggle
33,14,0,Muggle
24,13,0,Muggle
36,29,0,Muggle
27,0,0,Muggle
14,2,0,Muggle
19,32,0,Muggle
12,10,0,Muggle
19,22,0,Muggle
30,40,0,Muggle
17,24,0,Muggle
40,3,0,Muggle
27,39,0,Muggle
3,31,0,Muggle
23,19,0,Muggle
8,15,0,Muggle
31,19,0,Muggle
31,33,0,Muggle
38,23,0,Muggle
20,7,0,Muggle
38,3,0,Muggle
26,29,0,Muggle
35,0,0,Muggle
7,26,0,Muggle
18,30,0,Muggle
28,12,0,Muggle
18,21,0,Muggle
4,6,0,Muggle
21,15,0,Muggle
34,26,0,Muggle
9,35,0,Muggle
14,2,0,Muggle
1,17,0,Muggle
21,13,0,Muggle
34,0,0,Muggle
38,38,0,Muggle
18,18,0,Muggle
11,2,0,Muggle
33,21,0,Muggle
19,40,0,Muggle
6,0,0,Muggle
23,6,0,Muggle
2,28,0,Muggle
5,6,0,Muggle
32,8,0,Muggle
33,31,0,Muggle
32,31,0,Muggle
28,15,0,Muggle
22,4,0,Muggle
3,33,0,Muggle
4,31,0,Muggle
33,37,0,Muggle
15,39,0,Muggle
39,18,0,Muggle
2,32,0,Muggle
13,28,0,Muggle
32,20,0,Muggle
27,36,0,Muggle
40,6,0,Muggle
14,15,0,Muggle
3,12,0,Muggle
19,38,0,Muggle
24,36,0,Muggle
34,17,0,Muggle
38,9,0,Muggle
21,22,0,Muggle
34,22,0,Muggle
27,39,0,Muggle
9,35,0,Muggle
15,32,0,Muggle
22,11,0,Muggle
18,19,0,Muggle
0,33,0,Muggle
0,5,0,Muggle
25,9,0,Muggle
33,9,0,Muggle
1,2,0,Muggle
27,37,0,Muggle
19,27,0,Muggle
26,14,0,Muggle
27,8,0,Muggle
30,3,0,Muggle
6,37,0,Muggle
7,29,0,Muggle
31,37,0,Muggle
10,32,0,Muggle
25,11,0,Muggle
24,34,0,Muggle
6,11,0,Muggle
19,34,0,Muggle
40,37,0,Muggle
29,16,0,Muggle
0,32,0,Muggle
17,33,0,Muggle
7,18,0,Muggle
28,19,0,Muggle
39,25,0,Muggle
21,37,0,Muggle
31,30,0,Muggle
39,9,0,Muggle
13,7,0,Muggle
1,6,0,Muggle
34,32,0,Muggle
6,21,0,Muggle
2,34,0,Muggle
14,8,0,Muggle
33,37,0,Muggle
21,18,0,Muggle
17,31,0,Muggle
17,33,0,Muggle
33,12,0,Muggle
35,21,0,Muggle
38,34,0,Muggle
37,40,0,Muggle
36,14,0,Muggle
17,14,0,Muggle
39,35,0,Muggle
28,31,0,Muggle
11,13,0,Muggle
17,29,0,Muggle
30,13,0,Muggle
14,27,0,Muggle
39,34,0,Muggle
29,37,0,Muggle
35,39,0,Muggle
27,33,0,Muggle
14,4,0,Muggle
32,23,0,Muggle
1,8,0,Muggle
7,10,0,Muggle
32,19,0,Muggle
34,33,0,Muggle
17,38,0,Muggle
25,4,0,Muggle
20,32,0,Muggle
27,27,0,Muggle
19,35,0,Muggle
19,40,0,Muggle
3,29,0,Muggle
35,26,0,Muggle
33,10,0,Muggle
12,16,0,Muggle
30,31,0,Muggle
38,22,0,Muggle
6,17,0,Muggle
16,21,0,Muggle
11,27,0,Muggle
29,14,0,Muggle
33,19,0,Muggle
21,31,0,Muggle
20,22,0,Muggle
8,7,0,Muggle
11,17,0,Muggle
16,35,0,Muggle
15,22,0,Muggle
4,21,0,Muggle
18,33,0,Muggle
27,19,0,Muggle
16,34,0,Muggle
21,15,0,Muggle
34,0,0,Muggle
14,12,0,Muggle
18,30,0,Muggle
25,25,0,Muggle
34,23,0,Muggle
22,27,0,Muggle
9,32,0,Muggle
21,23,0,Muggle
10,2,0,Muggle
25,23,0,Muggle
0,7,0,Muggle
35,13,0,Muggle
20,1,0,Muggle
7,5,0,Muggle
19,11,0,Muggle
16,35,0,Muggle
14,25,0,Muggle
20,28,0,Muggle
0,3,0,Muggle
2,29,0,Muggle
30,15,0,Muggle
30,7,0,Muggle
20,31,0,Muggle
22,34,0,Muggle
16,39,0,Muggle
21,23,0,Muggle
21,30,0,Muggle
35,38,0,Muggle
7,33,0,Muggle
7,4,0,Muggle
13,13,0,Muggle
37,36,0,Muggle
23,35,0,Muggle
21,16,0,Muggle
14,19,0,Muggle
19,0,0,Muggle
26,15,0,Muggle
27,22,0,Muggle
21,10,0,Muggle
30,3,0,Muggle
8,22,0,Muggle
22,30,0,Muggle
4,30,0,Muggle
38,4,0,Muggle
16,26,0,Muggle
39,28,0,Muggle
4,12,0,Muggle
6,34,0,Muggle
7,8,0,Muggle
6,17,0,Muggle
21,14,0,Muggle
37,23,0,Muggle
20,30,0,Muggle
3,6,0,Muggle
31,8,0,Muggle
28,15,0,Muggle
29,33,0,Muggle
2,31,0,Muggle
4,22,0,Muggle
18,19,0,Muggle
7,35,0,Muggle
36,8,0,Muggle
30,13,0,Muggle
26,19,0,Muggle
12,12,0,Muggle
5,16,0,Muggle
0,21,0,Muggle
29,4,0,Muggle
10,35,0,Muggle
40,31,0,Muggle
30,28,0,Muggle
15,11,0,Muggle
14,34,0,Muggle
4,3,0,Muggle
14,16,0,Muggle
0,20,0,Muggle
14,17,0,Muggle
35,38,0,Muggle
38,8,0,Muggle
7,13,0,Muggle
21,23,0,Muggle
26,12,0,Muggle
33,34,0,Muggle
29,15,0,Muggle
11,3,0,Muggle
1,2,0,Muggle
37,33,0,Muggle
21,14,0,Muggle
16,30,0,Muggle
34,0,0,Muggle
22,0,0,Muggle
28,32,0,Muggle
28,25,0,Muggle
18,0,0,Muggle
16,15,0,Muggle
7,36,0,Muggle
6,34,0,Muggle
10,7,0,Muggle
2,34,0,Muggle
1,1,0,Muggle
18,17,0,Muggle
27,9,0,Muggle
27,9,0,Muggle
24,11,0,Muggle
10,38,0,Muggle
39,23,0,Muggle
1,21,0,Muggle
11,40,0,Muggle
40,4,0,Muggle
37,21,0,Muggle
11,3,0,Muggle
24,40,0,Muggle
36,17,0,Muggle
30,29,0,Muggle
16,32,0,Muggle
11,21,0,Muggle
29,5,0,Muggle
1,37,0,Muggle
15,37,0,Muggle
0,10,0,Muggle
33,40,0,Muggle
0,6,0,Muggle
35,23,0,Muggle
2,7,0,Muggle
33,11,0,Muggle
11,9,0,Muggle
26,10,0,Muggle
36,19,0,Muggle
24,37,0,Muggle
11,22,0,Muggle
32,21,0,Muggle
8,21,0,Muggle
0,38,0,Muggle
22,40,0,Muggle
27,2,0,Muggle
2,34,0,Muggle
37,15,0,Muggle
35,17,0,Muggle
4,12,0,Muggle
28,21,0,Muggle
12,8,0,Muggle
3,5,0,Muggle
5,8,0,Muggle
37,17,0,Muggle
5,32,0,Muggle
10,37,0,Muggle
26,21,0,Muggle
34,32,0,Muggle
39,28,0,Muggle
3,15,0,Muggle
26,3,0,Muggle
15,35,0,Muggle
17,9,0,Muggle
6,31,0,Muggle
10,31,0,Muggle
7,13,0,Muggle
5,19,0,Muggle
4,17,0,Muggle
5,2,0,Muggle
37,5,0,Muggle
1,17,0,Muggle
30,31,0,Muggle
38,8,0,Muggle
31,25,0,Muggle
8,18,0,Muggle
14,5,0,Muggle
20,1,0,Muggle
27,27,0,Muggle
26,19,0,Muggle
4,13,0,Muggle
16,32,0,Muggle
36,3,0,Muggle
23,27,0,Muggle
30,36,0,Muggle
34,29,0,Muggle
40,17,0,Muggle
40,8,0,Muggle
3,6,0,Muggle
19,35,0,Muggle
16,14,0,Muggle
9,26,0,Muggle
36,4,0,Muggle
20,37,0,Muggle
20,4,0,Muggle
15,21,0,Muggle
32,22,0,Muggle
9,12,0,Muggle
17,5,0,Muggle
32,33,0,Muggle
28,1,0,Muggle
30,8,0,Muggle
23,21,0,Muggle
11,25,0,Muggle
19,19,0,Muggle
5,9,0,Muggle
7,20,0,Muggle
13,10,0,Muggle
4,39,0,Muggle
35,20,0,Muggle
37,17,0,Muggle
2,1,0,Muggle
35,35,0,Muggle
21,28,0,Muggle
7,21,0,Muggle
13,15,0,Muggle
6,23,0,Muggle
3,1,0,Muggle
18,30,0,Muggle
23,25,0,Muggle
15,6,0,Muggle
5,35,0,Muggle
7,36,0,Muggle
24,17,0,Muggle
31,26,0,Muggle
24,29,0,Muggle
9,9,0,Muggle
40,40,0,Muggle
16,30,0,Muggle
2,15,0,Muggle
8,18,0,Muggle
17,35,0,Muggle
29,32,0,Muggle
4,5,0,Muggle
31,15,0,Muggle
26,3,0,Muggle
20,8,0,Muggle
23,24,0,Muggle
37,22,0,Muggle
2,3,0,Muggle
15,4,0,Muggle
14,25,0,Muggle
24,26,0,Muggle
7,3,0,Muggle
40,20,0,Muggle
3,24,0,Muggle
31,10,0,Muggle
34,30,0,Muggle
29,16,0,Muggle
38,6,0,Muggle
29,40,0,Muggle
16,26,0,Muggle
18,12,0,Muggle
30,30,0,Muggle
16,3,0,Muggle
1,8,0,Muggle
36,29,0,Muggle
28,23,0,Muggle
29,3,0,Muggle
21,2,0,Muggle
37,38,0,Muggle
10,28,0,Muggle
32,20,0,Muggle
18,11,0,Muggle
2,17,0,Muggle
39,4,0,Muggle
21,22,0,Muggle
17,16,0,Muggle
29,36,0,Muggle
0,30,0,Muggle
19,11,0,Muggle
4,21,0,Muggle
11,38,0,Muggle
10,4,0,Muggle
23,19,0,Muggle
17,15,0,Muggle
7,9,0,Muggle
28,11,0,Muggle
21,5,0,Muggle
1,22,0,Muggle
22,24,0,Muggle
15,20,0,Muggle
7,18,0,Muggle
3,33,0,Muggle
13,39,0,Muggle
8,19,0,Muggle
10,40,0,Muggle
37,2,0,Muggle
15,6,0,Muggle
12,2,0,Muggle
35,3,0,Muggle
35,33,0,Muggle
16,5,0,Muggle
13,20,0,Muggle
28,3,0,Muggle
16,11,0,Muggle
0,20,0,Muggle
19,33,0,Muggle
32,6,0,Muggle
1,39,0,Muggle
16,39,0,Muggle
22,20,0,Muggle
21,24,0,Muggle
0,5,0,Muggle
11,26,0,Muggle
12,34,0,Muggle
13,0,0,Muggle
9,16,0,Muggle
11,4,0,Muggle
21,31,0,Muggle
17,17,0,Muggle
38,40,0,Muggle
18,34,0,Muggle
29,35,0,Muggle
14,9,0,Muggle
38,1,0,Muggle
13,17,0,Muggle
8,34,0,Muggle
4,21,0,Muggle
32,4,0,Muggle
4,23,0,Muggle
23,31,0,Muggle
7,33,0,Muggle
18,36,0,Muggle
11,10,0,Muggle
7,9,0,Muggle
7,22,0,Muggle
37,37,0,Muggle
19,9,0,Muggle
28,6,0,Muggle
40,12,0,Muggle
